# Constructed from biom file
#OTU ID	sample1	sample2	sample3
4b5eeb300368260019c1fbc7a3c718fc	0.0018159634980480538	0.0018159634980480538	0.0018159634980480538
fe30ff0f71a38a39cf1717ec2be3a2fc	0.0045759412740629425	0.0045759412740629425	0.0045759412740629425
d29fe3c70564fc0f69f2c03e0d1e5561	0.007857217724261232	0.007857217724261232	0.007857217724261232
868528ca947bc57b69ffdf83e6b73bae	0.01153064946854933	0.01153064946854933	0.01153064946854933
154709e160e8cada6bfb21115acc80f5	0.015526269508525238	0.015526269508525238	0.015526269508525238
1d2e5f3444ca750c85302ceee2473331	0.019798948008807642	0.019798948008807642	0.019798948008807642
0305a4993ecf2d8ef4149fdfc7592603	0.024316692415347847	0.024316692415347847	0.024316692415347847
cb2fe0146e2fbcb101050edb996a0ee2	0.02905541596876886	0.02905541596876886	0.02905541596876886
997056ba80681bbbdd5d09aa591eadc0	0.033996206659882545	0.033996206659882545	0.033996206659882545
3c9c437f27aca05f8db167cd080ff1ec	0.039123747560263746	0.039123747560263746	0.039123747560263746
9079bfebcce01d4b5c758067b1208c31	0.0444253333134543	0.0444253333134543	0.0444253333134543
bfbed36e63b69fec4627424163d20118	0.04989022272414185	0.04989022272414185	0.04989022272414185
90d32ffe026535b392c0bad850f213c4	0.055509193539736504	0.055509193539736504	0.055509193539736504
ab4ef4399912b0507d8d1187e874684d	0.061274225275831505	0.061274225275831505	0.061274225275831505
d86ef5d6394f5dbeb945f39aa25e7426	0.06717826658144262	0.06717826658144262	0.06717826658144262
a049763053c277b16c2a318f41eb23b4	0.07321506038500708	0.07321506038500708	0.07321506038500708
699071a4a7ce68918e4cd93a61275ecd	0.07937900970125102	0.07937900970125102	0.07937900970125102
cdd14cce4ec44b3235923652b71e947e	0.08566507277472461	0.08566507277472461	0.08566507277472461
7e598ad34909a3fb8ff1623f1ede11a6	0.09206867985199567	0.09206867985199567	0.09206867985199567
b44621e5c80607cdfacbf7a81e1cbe41	0.09858566620389896	0.09858566620389896	0.09858566620389896
e8e6b7fc969005938de8ac7ffb94f17c	0.10521221756199854	0.10521221756199854	0.10521221756199854
