# Constructed from biom file
#OTU ID	sample1	sample2	sample3
4b5eeb300368260019c1fbc7a3c718fc	0.022442243969381454	0.022442243969381454	0.022442243969381454
fe30ff0f71a38a39cf1717ec2be3a2fc	0.028275455583899975	0.028275455583899975	0.028275455583899975
d29fe3c70564fc0f69f2c03e0d1e5561	0.03236731672157443	0.03236731672157443	0.03236731672157443
868528ca947bc57b69ffdf83e6b73bae	0.03562484168552311	0.03562484168552311	0.03562484168552311
154709e160e8cada6bfb21115acc80f5	0.03837569737709245	0.03837569737709245	0.03837569737709245
1d2e5f3444ca750c85302ceee2473331	0.04078026366612595	0.04078026366612595	0.04078026366612595
0305a4993ecf2d8ef4149fdfc7592603	0.042930468300415386	0.042930468300415386	0.042930468300415386
cb2fe0146e2fbcb101050edb996a0ee2	0.04488448793876291	0.04488448793876291	0.04488448793876291
997056ba80681bbbdd5d09aa591eadc0	0.04668174863369452	0.04668174863369452	0.04668174863369452
3c9c437f27aca05f8db167cd080ff1ec	0.04835034892979425	0.04835034892979425	0.04835034892979425
9079bfebcce01d4b5c758067b1208c31	0.04991110377560364	0.04991110377560364	0.04991110377560364
bfbed36e63b69fec4627424163d20118	0.051379912613215145	0.051379912613215145	0.051379912613215145
90d32ffe026535b392c0bad850f213c4	0.0527692267154986	0.0527692267154986	0.0527692267154986
ab4ef4399912b0507d8d1187e874684d	0.05408900069353793	0.05408900069353793	0.05408900069353793
d86ef5d6394f5dbeb945f39aa25e7426	0.05534733305235872	0.05534733305235872	0.05534733305235872
a049763053c277b16c2a318f41eb23b4	0.05655091116779995	0.05655091116779995	0.05655091116779995
699071a4a7ce68918e4cd93a61275ecd	0.05770532877153136	0.05770532877153136	0.05770532877153136
cdd14cce4ec44b3235923652b71e947e	0.058815317749492974	0.058815317749492974	0.058815317749492974
7e598ad34909a3fb8ff1623f1ede11a6	0.05988492080891761	0.05988492080891761	0.05988492080891761
b44621e5c80607cdfacbf7a81e1cbe41	0.060917622386409825	0.060917622386409825	0.060917622386409825
e8e6b7fc969005938de8ac7ffb94f17c	0.06191644945936991	0.06191644945936991	0.06191644945936991
